task_id,episode_type,duplicate_count,primary_visibility_under_bm25_top8,retriever,k,retrieved_doc_ids,primary_recall_at_k,gold_evidence_recall_at_k,contradiction_candidate_recall_at_k,contaminant_fraction_at_k,unique_upstream_roots_at_k,source_type_entropy_at_k,primary_rank,pollutant_saturation_at_k,stress_score
eha2r_025,false_consensus_stress,50,True,bm25_top12,12,"eha2r_025_pollutant_root,eha2r_025_primary_a,eha2r_025_primary_b,eha2r_025_repost_00,eha2r_025_repost_01,eha2r_025_repost_02,eha2r_025_repost_03,eha2r_025_repost_05,eha2r_025_repost_06,eha2r_025_repost_07,eha2r_025_repost_08,eha2r_025_repost_10",1.0,1.0,1.0,0.8333333333333334,3,2.4182958340544896,2,0.8333333333333334,2
eha2r_025,false_consensus_stress,50,True,primary_preserve_top8,8,"eha2r_025_primary_a,eha2r_025_primary_b,eha2r_025_pollutant_root,eha2r_025_repost_00,eha2r_025_repost_01,eha2r_025_repost_02,eha2r_025_repost_03,eha2r_025_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_025,false_consensus_stress,50,True,heuristic_root_dedup_top8,8,"eha2r_025_pollutant_root,eha2r_025_primary_a,eha2r_025_repost_00,eha2r_025_primary_b,eha2r_025_repost_01,eha2r_025_repost_02,eha2r_025_repost_03,eha2r_025_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_025,false_consensus_stress,50,True,hygienic_combo_top8,8,"eha2r_025_primary_a,eha2r_025_primary_b,eha2r_025_pollutant_root,eha2r_025_repost_00,eha2r_025_repost_01,eha2r_025_repost_02,eha2r_025_repost_03,eha2r_025_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_025,false_consensus_stress,50,True,oracle_root_dedup_top8,8,"eha2r_025_pollutant_root,eha2r_025_primary_a,eha2r_025_primary_b,eha2r_025_repost_00,eha2r_025_repost_01,eha2r_025_repost_02,eha2r_025_repost_03,eha2r_025_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_026,false_consensus_stress,50,True,bm25_top8,8,"eha2r_026_pollutant_root,eha2r_026_primary_a,eha2r_026_primary_b,eha2r_026_repost_00,eha2r_026_repost_01,eha2r_026_repost_02,eha2r_026_repost_04,eha2r_026_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_026,false_consensus_stress,50,True,bm25_top12,12,"eha2r_026_pollutant_root,eha2r_026_primary_a,eha2r_026_primary_b,eha2r_026_repost_00,eha2r_026_repost_01,eha2r_026_repost_02,eha2r_026_repost_04,eha2r_026_repost_05,eha2r_026_repost_06,eha2r_026_repost_07,eha2r_026_repost_09,eha2r_026_repost_10",1.0,1.0,1.0,0.8333333333333334,3,2.4182958340544896,2,0.8333333333333334,2
eha2r_026,false_consensus_stress,50,True,primary_preserve_top8,8,"eha2r_026_primary_a,eha2r_026_primary_b,eha2r_026_pollutant_root,eha2r_026_repost_00,eha2r_026_repost_01,eha2r_026_repost_02,eha2r_026_repost_04,eha2r_026_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_026,false_consensus_stress,50,True,heuristic_root_dedup_top8,8,"eha2r_026_pollutant_root,eha2r_026_primary_a,eha2r_026_repost_00,eha2r_026_primary_b,eha2r_026_repost_01,eha2r_026_repost_02,eha2r_026_repost_04,eha2r_026_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_026,false_consensus_stress,50,True,hygienic_combo_top8,8,"eha2r_026_primary_a,eha2r_026_primary_b,eha2r_026_pollutant_root,eha2r_026_repost_00,eha2r_026_repost_01,eha2r_026_repost_02,eha2r_026_repost_04,eha2r_026_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_026,false_consensus_stress,50,True,oracle_root_dedup_top8,8,"eha2r_026_pollutant_root,eha2r_026_primary_a,eha2r_026_primary_b,eha2r_026_repost_00,eha2r_026_repost_01,eha2r_026_repost_02,eha2r_026_repost_04,eha2r_026_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_027,false_consensus_stress,50,True,bm25_top8,8,"eha2r_027_pollutant_root,eha2r_027_primary_a,eha2r_027_primary_b,eha2r_027_repost_00,eha2r_027_repost_01,eha2r_027_repost_03,eha2r_027_repost_04,eha2r_027_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_027,false_consensus_stress,50,True,bm25_top12,12,"eha2r_027_pollutant_root,eha2r_027_primary_a,eha2r_027_primary_b,eha2r_027_repost_00,eha2r_027_repost_01,eha2r_027_repost_03,eha2r_027_repost_04,eha2r_027_repost_05,eha2r_027_repost_06,eha2r_027_repost_08,eha2r_027_repost_09,eha2r_027_repost_10",1.0,1.0,1.0,0.8333333333333334,3,2.4182958340544896,2,0.8333333333333334,2
eha2r_027,false_consensus_stress,50,True,primary_preserve_top8,8,"eha2r_027_primary_a,eha2r_027_primary_b,eha2r_027_pollutant_root,eha2r_027_repost_00,eha2r_027_repost_01,eha2r_027_repost_03,eha2r_027_repost_04,eha2r_027_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_027,false_consensus_stress,50,True,heuristic_root_dedup_top8,8,"eha2r_027_pollutant_root,eha2r_027_primary_a,eha2r_027_repost_00,eha2r_027_primary_b,eha2r_027_repost_01,eha2r_027_repost_03,eha2r_027_repost_04,eha2r_027_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_027,false_consensus_stress,50,True,hygienic_combo_top8,8,"eha2r_027_primary_a,eha2r_027_primary_b,eha2r_027_pollutant_root,eha2r_027_repost_00,eha2r_027_repost_01,eha2r_027_repost_03,eha2r_027_repost_04,eha2r_027_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_027,false_consensus_stress,50,True,oracle_root_dedup_top8,8,"eha2r_027_pollutant_root,eha2r_027_primary_a,eha2r_027_primary_b,eha2r_027_repost_00,eha2r_027_repost_01,eha2r_027_repost_03,eha2r_027_repost_04,eha2r_027_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_028,false_consensus_stress,50,False,bm25_top8,8,"eha2r_028_pollutant_root,eha2r_028_repost_00,eha2r_028_repost_02,eha2r_028_repost_03,eha2r_028_repost_04,eha2r_028_repost_05,eha2r_028_repost_07,eha2r_028_repost_08",0.0,0.0,0.0,1.0,1,1.9056390622295665,15,1.0,4
eha2r_028,false_consensus_stress,50,False,bm25_top12,12,"eha2r_028_pollutant_root,eha2r_028_repost_00,eha2r_028_repost_02,eha2r_028_repost_03,eha2r_028_repost_04,eha2r_028_repost_05,eha2r_028_repost_07,eha2r_028_repost_08,eha2r_028_repost_09,eha2r_028_repost_10,eha2r_028_repost_12,eha2r_028_repost_01",0.0,0.0,0.0,1.0,1,2.188721875540867,15,1.0,4
eha2r_028,false_consensus_stress,50,False,primary_preserve_top8,8,"eha2r_028_primary_a,eha2r_028_primary_b,eha2r_028_pollutant_root,eha2r_028_repost_00,eha2r_028_repost_02,eha2r_028_repost_03,eha2r_028_repost_04,eha2r_028_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,15,0.75,4
eha2r_028,false_consensus_stress,50,False,heuristic_root_dedup_top8,8,"eha2r_028_pollutant_root,eha2r_028_repost_00,eha2r_028_primary_a,eha2r_028_repost_02,eha2r_028_repost_03,eha2r_028_repost_04,eha2r_028_repost_05,eha2r_028_repost_07",0.5,0.5,0.5,0.875,2,2.1556390622295662,15,0.875,4
eha2r_028,false_consensus_stress,50,False,hygienic_combo_top8,8,"eha2r_028_primary_a,eha2r_028_primary_b,eha2r_028_pollutant_root,eha2r_028_repost_00,eha2r_028_repost_02,eha2r_028_repost_03,eha2r_028_repost_04,eha2r_028_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,15,0.75,4
eha2r_028,false_consensus_stress,50,False,oracle_root_dedup_top8,8,"eha2r_028_pollutant_root,eha2r_028_primary_a,eha2r_028_primary_b,eha2r_028_repost_00,eha2r_028_repost_02,eha2r_028_repost_03,eha2r_028_repost_04,eha2r_028_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,15,0.75,4
eha2r_029,false_consensus_stress,50,False,bm25_top8,8,"eha2r_029_pollutant_root,eha2r_029_repost_01,eha2r_029_repost_02,eha2r_029_repost_03,eha2r_029_repost_04,eha2r_029_repost_06,eha2r_029_repost_07,eha2r_029_repost_08",0.0,0.0,0.0,1.0,1,2.25,15,1.0,4
eha2r_029,false_consensus_stress,50,False,bm25_top12,12,"eha2r_029_pollutant_root,eha2r_029_repost_01,eha2r_029_repost_02,eha2r_029_repost_03,eha2r_029_repost_04,eha2r_029_repost_06,eha2r_029_repost_07,eha2r_029_repost_08,eha2r_029_repost_09,eha2r_029_repost_11,eha2r_029_repost_12,eha2r_029_repost_00",0.0,0.0,0.0,1.0,1,2.292481250360578,15,1.0,4
eha2r_029,false_consensus_stress,50,False,primary_preserve_top8,8,"eha2r_029_primary_a,eha2r_029_primary_b,eha2r_029_pollutant_root,eha2r_029_repost_01,eha2r_029_repost_02,eha2r_029_repost_03,eha2r_029_repost_04,eha2r_029_repost_06",1.0,1.0,1.0,0.75,3,2.75,15,0.75,4
eha2r_029,false_consensus_stress,50,False,heuristic_root_dedup_top8,8,"eha2r_029_pollutant_root,eha2r_029_repost_01,eha2r_029_primary_a,eha2r_029_repost_02,eha2r_029_repost_03,eha2r_029_repost_04,eha2r_029_repost_06,eha2r_029_repost_07",0.5,0.5,0.5,0.875,2,2.5,15,0.875,4
eha2r_029,false_consensus_stress,50,False,hygienic_combo_top8,8,"eha2r_029_primary_a,eha2r_029_primary_b,eha2r_029_pollutant_root,eha2r_029_repost_01,eha2r_029_repost_02,eha2r_029_repost_03,eha2r_029_repost_04,eha2r_029_repost_06",1.0,1.0,1.0,0.75,3,2.75,15,0.75,4
eha2r_029,false_consensus_stress,50,False,oracle_root_dedup_top8,8,"eha2r_029_pollutant_root,eha2r_029_primary_a,eha2r_029_primary_b,eha2r_029_repost_01,eha2r_029_repost_02,eha2r_029_repost_03,eha2r_029_repost_04,eha2r_029_repost_06",1.0,1.0,1.0,0.75,3,2.75,15,0.75,4
eha2r_030,false_consensus_stress,50,False,bm25_top8,8,"eha2r_030_pollutant_root,eha2r_030_repost_00,eha2r_030_repost_01,eha2r_030_repost_02,eha2r_030_repost_03,eha2r_030_repost_05,eha2r_030_repost_06,eha2r_030_repost_07",0.0,0.0,0.0,1.0,1,1.9056390622295665,15,1.0,4
eha2r_030,false_consensus_stress,50,False,bm25_top12,12,"eha2r_030_pollutant_root,eha2r_030_repost_00,eha2r_030_repost_01,eha2r_030_repost_02,eha2r_030_repost_03,eha2r_030_repost_05,eha2r_030_repost_06,eha2r_030_repost_07,eha2r_030_repost_08,eha2r_030_repost_10,eha2r_030_repost_11,eha2r_030_repost_12",0.0,0.0,0.0,1.0,1,1.9591479170272448,15,1.0,4
eha2r_030,false_consensus_stress,50,False,primary_preserve_top8,8,"eha2r_030_primary_a,eha2r_030_primary_b,eha2r_030_pollutant_root,eha2r_030_repost_00,eha2r_030_repost_01,eha2r_030_repost_02,eha2r_030_repost_03,eha2r_030_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,15,0.75,4
eha2r_030,false_consensus_stress,50,False,heuristic_root_dedup_top8,8,"eha2r_030_pollutant_root,eha2r_030_repost_00,eha2r_030_primary_a,eha2r_030_repost_01,eha2r_030_repost_02,eha2r_030_repost_03,eha2r_030_repost_05,eha2r_030_repost_06",0.5,0.5,0.5,0.875,2,2.1556390622295662,15,0.875,4
eha2r_030,false_consensus_stress,50,False,hygienic_combo_top8,8,"eha2r_030_primary_a,eha2r_030_primary_b,eha2r_030_pollutant_root,eha2r_030_repost_00,eha2r_030_repost_01,eha2r_030_repost_02,eha2r_030_repost_03,eha2r_030_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,15,0.75,4
eha2r_030,false_consensus_stress,50,False,oracle_root_dedup_top8,8,"eha2r_030_pollutant_root,eha2r_030_primary_a,eha2r_030_primary_b,eha2r_030_repost_00,eha2r_030_repost_01,eha2r_030_repost_02,eha2r_030_repost_03,eha2r_030_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,15,0.75,4
eha2r_031,false_consensus_stress,50,False,bm25_top8,8,"eha2r_031_pollutant_root,eha2r_031_repost_00,eha2r_031_repost_01,eha2r_031_repost_02,eha2r_031_repost_04,eha2r_031_repost_05,eha2r_031_repost_06,eha2r_031_repost_07",0.0,0.0,0.0,1.0,1,1.9056390622295665,15,1.0,4
eha2r_031,false_consensus_stress,50,False,bm25_top12,12,"eha2r_031_pollutant_root,eha2r_031_repost_00,eha2r_031_repost_01,eha2r_031_repost_02,eha2r_031_repost_04,eha2r_031_repost_05,eha2r_031_repost_06,eha2r_031_repost_07,eha2r_031_repost_09,eha2r_031_repost_10,eha2r_031_repost_11,eha2r_031_repost_12",0.0,0.0,0.0,1.0,1,1.9591479170272448,15,1.0,4
eha2r_031,false_consensus_stress,50,False,primary_preserve_top8,8,"eha2r_031_primary_a,eha2r_031_primary_b,eha2r_031_pollutant_root,eha2r_031_repost_00,eha2r_031_repost_01,eha2r_031_repost_02,eha2r_031_repost_04,eha2r_031_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,15,0.75,4
eha2r_031,false_consensus_stress,50,False,heuristic_root_dedup_top8,8,"eha2r_031_pollutant_root,eha2r_031_repost_00,eha2r_031_primary_a,eha2r_031_repost_01,eha2r_031_repost_02,eha2r_031_repost_04,eha2r_031_repost_05,eha2r_031_repost_06",0.5,0.5,0.5,0.875,2,2.1556390622295662,15,0.875,4
eha2r_031,false_consensus_stress,50,False,hygienic_combo_top8,8,"eha2r_031_primary_a,eha2r_031_primary_b,eha2r_031_pollutant_root,eha2r_031_repost_00,eha2r_031_repost_01,eha2r_031_repost_02,eha2r_031_repost_04,eha2r_031_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,15,0.75,4
eha2r_031,false_consensus_stress,50,False,oracle_root_dedup_top8,8,"eha2r_031_pollutant_root,eha2r_031_primary_a,eha2r_031_primary_b,eha2r_031_repost_00,eha2r_031_repost_01,eha2r_031_repost_02,eha2r_031_repost_04,eha2r_031_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,15,0.75,4
eha2r_032,false_consensus_stress,100,True,bm25_top8,8,"eha2r_032_pollutant_root,eha2r_032_primary_a,eha2r_032_primary_b,eha2r_032_repost_00,eha2r_032_repost_01,eha2r_032_repost_03,eha2r_032_repost_04,eha2r_032_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_032,false_consensus_stress,100,True,bm25_top12,12,"eha2r_032_pollutant_root,eha2r_032_primary_a,eha2r_032_primary_b,eha2r_032_repost_00,eha2r_032_repost_01,eha2r_032_repost_03,eha2r_032_repost_04,eha2r_032_repost_05,eha2r_032_repost_06,eha2r_032_repost_08,eha2r_032_repost_09,eha2r_032_repost_10",1.0,1.0,1.0,0.8333333333333334,3,2.4182958340544896,2,0.8333333333333334,2
eha2r_032,false_consensus_stress,100,True,primary_preserve_top8,8,"eha2r_032_primary_a,eha2r_032_primary_b,eha2r_032_pollutant_root,eha2r_032_repost_00,eha2r_032_repost_01,eha2r_032_repost_03,eha2r_032_repost_04,eha2r_032_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_032,false_consensus_stress,100,True,heuristic_root_dedup_top8,8,"eha2r_032_pollutant_root,eha2r_032_primary_a,eha2r_032_repost_00,eha2r_032_primary_b,eha2r_032_repost_01,eha2r_032_repost_03,eha2r_032_repost_04,eha2r_032_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_032,false_consensus_stress,100,True,hygienic_combo_top8,8,"eha2r_032_primary_a,eha2r_032_primary_b,eha2r_032_pollutant_root,eha2r_032_repost_00,eha2r_032_repost_01,eha2r_032_repost_03,eha2r_032_repost_04,eha2r_032_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_032,false_consensus_stress,100,True,oracle_root_dedup_top8,8,"eha2r_032_pollutant_root,eha2r_032_primary_a,eha2r_032_primary_b,eha2r_032_repost_00,eha2r_032_repost_01,eha2r_032_repost_03,eha2r_032_repost_04,eha2r_032_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_033,false_consensus_stress,100,True,bm25_top8,8,"eha2r_033_pollutant_root,eha2r_033_primary_a,eha2r_033_primary_b,eha2r_033_repost_00,eha2r_033_repost_02,eha2r_033_repost_03,eha2r_033_repost_04,eha2r_033_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_033,false_consensus_stress,100,True,bm25_top12,12,"eha2r_033_pollutant_root,eha2r_033_primary_a,eha2r_033_primary_b,eha2r_033_repost_00,eha2r_033_repost_02,eha2r_033_repost_03,eha2r_033_repost_04,eha2r_033_repost_05,eha2r_033_repost_07,eha2r_033_repost_08,eha2r_033_repost_09,eha2r_033_repost_10",1.0,1.0,1.0,0.8333333333333334,3,2.4182958340544896,2,0.8333333333333334,2
eha2r_033,false_consensus_stress,100,True,primary_preserve_top8,8,"eha2r_033_primary_a,eha2r_033_primary_b,eha2r_033_pollutant_root,eha2r_033_repost_00,eha2r_033_repost_02,eha2r_033_repost_03,eha2r_033_repost_04,eha2r_033_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_033,false_consensus_stress,100,True,heuristic_root_dedup_top8,8,"eha2r_033_pollutant_root,eha2r_033_primary_a,eha2r_033_repost_00,eha2r_033_primary_b,eha2r_033_repost_02,eha2r_033_repost_03,eha2r_033_repost_04,eha2r_033_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_033,false_consensus_stress,100,True,hygienic_combo_top8,8,"eha2r_033_primary_a,eha2r_033_primary_b,eha2r_033_pollutant_root,eha2r_033_repost_00,eha2r_033_repost_02,eha2r_033_repost_03,eha2r_033_repost_04,eha2r_033_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_033,false_consensus_stress,100,True,oracle_root_dedup_top8,8,"eha2r_033_pollutant_root,eha2r_033_primary_a,eha2r_033_primary_b,eha2r_033_repost_00,eha2r_033_repost_02,eha2r_033_repost_03,eha2r_033_repost_04,eha2r_033_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_034,false_consensus_stress,100,True,bm25_top8,8,"eha2r_034_pollutant_root,eha2r_034_primary_a,eha2r_034_primary_b,eha2r_034_repost_01,eha2r_034_repost_02,eha2r_034_repost_03,eha2r_034_repost_04,eha2r_034_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_034,false_consensus_stress,100,True,bm25_top12,12,"eha2r_034_pollutant_root,eha2r_034_primary_a,eha2r_034_primary_b,eha2r_034_repost_01,eha2r_034_repost_02,eha2r_034_repost_03,eha2r_034_repost_04,eha2r_034_repost_06,eha2r_034_repost_07,eha2r_034_repost_08,eha2r_034_repost_09,eha2r_034_repost_11",1.0,1.0,1.0,0.8333333333333334,3,2.688721875540867,2,0.8333333333333334,2
eha2r_034,false_consensus_stress,100,True,primary_preserve_top8,8,"eha2r_034_primary_a,eha2r_034_primary_b,eha2r_034_pollutant_root,eha2r_034_repost_01,eha2r_034_repost_02,eha2r_034_repost_03,eha2r_034_repost_04,eha2r_034_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_034,false_consensus_stress,100,True,heuristic_root_dedup_top8,8,"eha2r_034_pollutant_root,eha2r_034_primary_a,eha2r_034_repost_01,eha2r_034_primary_b,eha2r_034_repost_02,eha2r_034_repost_03,eha2r_034_repost_04,eha2r_034_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_034,false_consensus_stress,100,True,hygienic_combo_top8,8,"eha2r_034_primary_a,eha2r_034_primary_b,eha2r_034_pollutant_root,eha2r_034_repost_01,eha2r_034_repost_02,eha2r_034_repost_03,eha2r_034_repost_04,eha2r_034_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_034,false_consensus_stress,100,True,oracle_root_dedup_top8,8,"eha2r_034_pollutant_root,eha2r_034_primary_a,eha2r_034_primary_b,eha2r_034_repost_01,eha2r_034_repost_02,eha2r_034_repost_03,eha2r_034_repost_04,eha2r_034_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_035,false_consensus_stress,100,True,bm25_top8,8,"eha2r_035_pollutant_root,eha2r_035_primary_a,eha2r_035_primary_b,eha2r_035_repost_00,eha2r_035_repost_01,eha2r_035_repost_02,eha2r_035_repost_03,eha2r_035_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_035,false_consensus_stress,100,True,bm25_top12,12,"eha2r_035_pollutant_root,eha2r_035_primary_a,eha2r_035_primary_b,eha2r_035_repost_00,eha2r_035_repost_01,eha2r_035_repost_02,eha2r_035_repost_03,eha2r_035_repost_05,eha2r_035_repost_06,eha2r_035_repost_07,eha2r_035_repost_08,eha2r_035_repost_10",1.0,1.0,1.0,0.8333333333333334,3,2.4182958340544896,2,0.8333333333333334,2
eha2r_035,false_consensus_stress,100,True,primary_preserve_top8,8,"eha2r_035_primary_a,eha2r_035_primary_b,eha2r_035_pollutant_root,eha2r_035_repost_00,eha2r_035_repost_01,eha2r_035_repost_02,eha2r_035_repost_03,eha2r_035_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_035,false_consensus_stress,100,True,heuristic_root_dedup_top8,8,"eha2r_035_pollutant_root,eha2r_035_primary_a,eha2r_035_repost_00,eha2r_035_primary_b,eha2r_035_repost_01,eha2r_035_repost_02,eha2r_035_repost_03,eha2r_035_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_035,false_consensus_stress,100,True,hygienic_combo_top8,8,"eha2r_035_primary_a,eha2r_035_primary_b,eha2r_035_pollutant_root,eha2r_035_repost_00,eha2r_035_repost_01,eha2r_035_repost_02,eha2r_035_repost_03,eha2r_035_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_035,false_consensus_stress,100,True,oracle_root_dedup_top8,8,"eha2r_035_pollutant_root,eha2r_035_primary_a,eha2r_035_primary_b,eha2r_035_repost_00,eha2r_035_repost_01,eha2r_035_repost_02,eha2r_035_repost_03,eha2r_035_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_036,false_consensus_stress,100,False,bm25_top8,8,"eha2r_036_pollutant_root,eha2r_036_repost_00,eha2r_036_repost_01,eha2r_036_repost_02,eha2r_036_repost_04,eha2r_036_repost_05,eha2r_036_repost_06,eha2r_036_repost_07",0.0,0.0,0.0,1.0,1,1.9056390622295665,16,1.0,4
eha2r_036,false_consensus_stress,100,False,bm25_top12,12,"eha2r_036_pollutant_root,eha2r_036_repost_00,eha2r_036_repost_01,eha2r_036_repost_02,eha2r_036_repost_04,eha2r_036_repost_05,eha2r_036_repost_06,eha2r_036_repost_07,eha2r_036_repost_09,eha2r_036_repost_10,eha2r_036_repost_11,eha2r_036_repost_12",0.0,0.0,0.0,1.0,1,1.9591479170272448,16,1.0,4
eha2r_036,false_consensus_stress,100,False,primary_preserve_top8,8,"eha2r_036_primary_a,eha2r_036_primary_b,eha2r_036_pollutant_root,eha2r_036_repost_00,eha2r_036_repost_01,eha2r_036_repost_02,eha2r_036_repost_04,eha2r_036_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,16,0.75,4
eha2r_036,false_consensus_stress,100,False,heuristic_root_dedup_top8,8,"eha2r_036_pollutant_root,eha2r_036_repost_00,eha2r_036_primary_a,eha2r_036_repost_01,eha2r_036_repost_02,eha2r_036_repost_04,eha2r_036_repost_05,eha2r_036_repost_06",0.5,0.5,0.5,0.875,2,2.1556390622295662,16,0.875,4
eha2r_036,false_consensus_stress,100,False,hygienic_combo_top8,8,"eha2r_036_primary_a,eha2r_036_primary_b,eha2r_036_pollutant_root,eha2r_036_repost_00,eha2r_036_repost_01,eha2r_036_repost_02,eha2r_036_repost_04,eha2r_036_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,16,0.75,4
eha2r_036,false_consensus_stress,100,False,oracle_root_dedup_top8,8,"eha2r_036_pollutant_root,eha2r_036_primary_a,eha2r_036_primary_b,eha2r_036_repost_00,eha2r_036_repost_01,eha2r_036_repost_02,eha2r_036_repost_04,eha2r_036_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,16,0.75,4
eha2r_037,false_consensus_stress,100,False,bm25_top8,8,"eha2r_037_pollutant_root,eha2r_037_repost_00,eha2r_037_repost_01,eha2r_037_repost_03,eha2r_037_repost_04,eha2r_037_repost_05,eha2r_037_repost_06,eha2r_037_repost_08",0.0,0.0,0.0,1.0,1,1.9056390622295665,16,1.0,4
eha2r_037,false_consensus_stress,100,False,bm25_top12,12,"eha2r_037_pollutant_root,eha2r_037_repost_00,eha2r_037_repost_01,eha2r_037_repost_03,eha2r_037_repost_04,eha2r_037_repost_05,eha2r_037_repost_06,eha2r_037_repost_08,eha2r_037_repost_09,eha2r_037_repost_10,eha2r_037_repost_11,eha2r_037_repost_13",0.0,0.0,0.0,1.0,1,1.9591479170272448,16,1.0,4
eha2r_037,false_consensus_stress,100,False,primary_preserve_top8,8,"eha2r_037_primary_a,eha2r_037_primary_b,eha2r_037_pollutant_root,eha2r_037_repost_00,eha2r_037_repost_01,eha2r_037_repost_03,eha2r_037_repost_04,eha2r_037_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,16,0.75,4
eha2r_037,false_consensus_stress,100,False,heuristic_root_dedup_top8,8,"eha2r_037_pollutant_root,eha2r_037_repost_00,eha2r_037_primary_a,eha2r_037_repost_01,eha2r_037_repost_03,eha2r_037_repost_04,eha2r_037_repost_05,eha2r_037_repost_06",0.5,0.5,0.5,0.875,2,2.1556390622295662,16,0.875,4
eha2r_037,false_consensus_stress,100,False,hygienic_combo_top8,8,"eha2r_037_primary_a,eha2r_037_primary_b,eha2r_037_pollutant_root,eha2r_037_repost_00,eha2r_037_repost_01,eha2r_037_repost_03,eha2r_037_repost_04,eha2r_037_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,16,0.75,4
eha2r_037,false_consensus_stress,100,False,oracle_root_dedup_top8,8,"eha2r_037_pollutant_root,eha2r_037_primary_a,eha2r_037_primary_b,eha2r_037_repost_00,eha2r_037_repost_01,eha2r_037_repost_03,eha2r_037_repost_04,eha2r_037_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,16,0.75,4
eha2r_038,false_consensus_stress,100,False,bm25_top8,8,"eha2r_038_pollutant_root,eha2r_038_repost_00,eha2r_038_repost_02,eha2r_038_repost_03,eha2r_038_repost_04,eha2r_038_repost_05,eha2r_038_repost_07,eha2r_038_repost_08",0.0,0.0,0.0,1.0,1,1.9056390622295665,16,1.0,4
eha2r_038,false_consensus_stress,100,False,bm25_top12,12,"eha2r_038_pollutant_root,eha2r_038_repost_00,eha2r_038_repost_02,eha2r_038_repost_03,eha2r_038_repost_04,eha2r_038_repost_05,eha2r_038_repost_07,eha2r_038_repost_08,eha2r_038_repost_09,eha2r_038_repost_10,eha2r_038_repost_12,eha2r_038_repost_13",0.0,0.0,0.0,1.0,1,1.9591479170272448,16,1.0,4
