task_id,episode_type,duplicate_count,primary_visibility_under_bm25_top8,retriever,k,retrieved_doc_ids,primary_recall_at_k,gold_evidence_recall_at_k,contradiction_candidate_recall_at_k,contaminant_fraction_at_k,unique_upstream_roots_at_k,source_type_entropy_at_k,primary_rank,pollutant_saturation_at_k,stress_score
eha2r_011,false_consensus_stress,5,True,oracle_root_dedup_top8,8,"eha2r_011_pollutant_root,eha2r_011_primary_a,eha2r_011_primary_b,eha2r_011_context_10,eha2r_011_context_11,eha2r_011_context_12,eha2r_011_context_13,eha2r_011_repost_00",1.0,1.0,1.0,0.25,7,2.5,2,0.25,1
eha2r_012,false_consensus_stress,5,False,bm25_top8,8,"eha2r_012_pollutant_root,eha2r_012_repost_00,eha2r_012_repost_01,eha2r_012_repost_03,eha2r_012_repost_04,eha2r_012_repost_05,eha2r_012_repost_06,eha2r_012_repost_02",0.0,0.0,0.0,1.0,1,2.1556390622295662,9,1.0,3
eha2r_012,false_consensus_stress,5,False,bm25_top12,12,"eha2r_012_pollutant_root,eha2r_012_repost_00,eha2r_012_repost_01,eha2r_012_repost_03,eha2r_012_repost_04,eha2r_012_repost_05,eha2r_012_repost_06,eha2r_012_repost_02,eha2r_012_primary_a,eha2r_012_primary_b,eha2r_012_context_10,eha2r_012_context_11",1.0,1.0,1.0,0.6666666666666666,5,3.0220552088742005,9,0.6666666666666666,3
eha2r_012,false_consensus_stress,5,False,primary_preserve_top8,8,"eha2r_012_primary_a,eha2r_012_primary_b,eha2r_012_pollutant_root,eha2r_012_repost_00,eha2r_012_repost_01,eha2r_012_repost_03,eha2r_012_repost_04,eha2r_012_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,9,0.75,3
eha2r_012,false_consensus_stress,5,False,heuristic_root_dedup_top8,8,"eha2r_012_pollutant_root,eha2r_012_repost_00,eha2r_012_primary_a,eha2r_012_context_10,eha2r_012_repost_01,eha2r_012_repost_03,eha2r_012_repost_04,eha2r_012_repost_05",0.5,0.5,0.5,0.75,3,2.4056390622295662,9,0.75,3
eha2r_012,false_consensus_stress,5,False,hygienic_combo_top8,8,"eha2r_012_primary_a,eha2r_012_primary_b,eha2r_012_pollutant_root,eha2r_012_repost_00,eha2r_012_repost_01,eha2r_012_context_10,eha2r_012_context_11,eha2r_012_context_12",1.0,1.0,1.0,0.375,6,2.5,9,0.375,3
eha2r_012,false_consensus_stress,5,False,oracle_root_dedup_top8,8,"eha2r_012_pollutant_root,eha2r_012_primary_a,eha2r_012_primary_b,eha2r_012_context_10,eha2r_012_context_11,eha2r_012_context_12,eha2r_012_context_13,eha2r_012_repost_00",1.0,1.0,1.0,0.25,7,2.25,9,0.25,3
eha2r_013,false_consensus_stress,5,False,bm25_top8,8,"eha2r_013_pollutant_root,eha2r_013_repost_00,eha2r_013_repost_02,eha2r_013_repost_03,eha2r_013_repost_04,eha2r_013_repost_05,eha2r_013_repost_01,eha2r_013_repost_06",0.0,0.0,0.0,1.0,1,2.1556390622295662,9,1.0,3
eha2r_013,false_consensus_stress,5,False,bm25_top12,12,"eha2r_013_pollutant_root,eha2r_013_repost_00,eha2r_013_repost_02,eha2r_013_repost_03,eha2r_013_repost_04,eha2r_013_repost_05,eha2r_013_repost_01,eha2r_013_repost_06,eha2r_013_primary_a,eha2r_013_primary_b,eha2r_013_context_10,eha2r_013_context_11",1.0,1.0,1.0,0.6666666666666666,5,3.0220552088742005,9,0.6666666666666666,3
eha2r_013,false_consensus_stress,5,False,primary_preserve_top8,8,"eha2r_013_primary_a,eha2r_013_primary_b,eha2r_013_pollutant_root,eha2r_013_repost_00,eha2r_013_repost_02,eha2r_013_repost_03,eha2r_013_repost_04,eha2r_013_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,9,0.75,3
eha2r_013,false_consensus_stress,5,False,heuristic_root_dedup_top8,8,"eha2r_013_pollutant_root,eha2r_013_repost_00,eha2r_013_primary_a,eha2r_013_context_10,eha2r_013_repost_02,eha2r_013_repost_03,eha2r_013_repost_04,eha2r_013_repost_05",0.5,0.5,0.5,0.75,3,2.4056390622295662,9,0.75,3
eha2r_013,false_consensus_stress,5,False,hygienic_combo_top8,8,"eha2r_013_primary_a,eha2r_013_primary_b,eha2r_013_pollutant_root,eha2r_013_repost_00,eha2r_013_repost_02,eha2r_013_context_10,eha2r_013_context_11,eha2r_013_context_12",1.0,1.0,1.0,0.375,6,2.75,9,0.375,3
eha2r_013,false_consensus_stress,5,False,oracle_root_dedup_top8,8,"eha2r_013_pollutant_root,eha2r_013_primary_a,eha2r_013_primary_b,eha2r_013_context_10,eha2r_013_context_11,eha2r_013_context_12,eha2r_013_context_13,eha2r_013_repost_00",1.0,1.0,1.0,0.25,7,2.5,9,0.25,3
eha2r_014,false_consensus_stress,5,False,bm25_top8,8,"eha2r_014_pollutant_root,eha2r_014_repost_01,eha2r_014_repost_02,eha2r_014_repost_03,eha2r_014_repost_04,eha2r_014_repost_06,eha2r_014_repost_00,eha2r_014_repost_05",0.0,0.0,0.0,1.0,1,2.1556390622295662,9,1.0,3
eha2r_014,false_consensus_stress,5,False,bm25_top12,12,"eha2r_014_pollutant_root,eha2r_014_repost_01,eha2r_014_repost_02,eha2r_014_repost_03,eha2r_014_repost_04,eha2r_014_repost_06,eha2r_014_repost_00,eha2r_014_repost_05,eha2r_014_primary_a,eha2r_014_primary_b,eha2r_014_context_10,eha2r_014_context_11",1.0,1.0,1.0,0.6666666666666666,5,3.0220552088742005,9,0.6666666666666666,3
eha2r_014,false_consensus_stress,5,False,primary_preserve_top8,8,"eha2r_014_primary_a,eha2r_014_primary_b,eha2r_014_pollutant_root,eha2r_014_repost_01,eha2r_014_repost_02,eha2r_014_repost_03,eha2r_014_repost_04,eha2r_014_repost_06",1.0,1.0,1.0,0.75,3,2.75,9,0.75,3
eha2r_014,false_consensus_stress,5,False,heuristic_root_dedup_top8,8,"eha2r_014_pollutant_root,eha2r_014_repost_01,eha2r_014_primary_a,eha2r_014_context_10,eha2r_014_repost_02,eha2r_014_repost_03,eha2r_014_repost_04,eha2r_014_repost_06",0.5,0.5,0.5,0.75,3,2.75,9,0.75,3
eha2r_014,false_consensus_stress,5,False,hygienic_combo_top8,8,"eha2r_014_primary_a,eha2r_014_primary_b,eha2r_014_pollutant_root,eha2r_014_repost_01,eha2r_014_repost_02,eha2r_014_context_10,eha2r_014_context_11,eha2r_014_context_12",1.0,1.0,1.0,0.375,6,2.75,9,0.375,3
eha2r_014,false_consensus_stress,5,False,oracle_root_dedup_top8,8,"eha2r_014_pollutant_root,eha2r_014_primary_a,eha2r_014_primary_b,eha2r_014_context_10,eha2r_014_context_11,eha2r_014_context_12,eha2r_014_context_13,eha2r_014_repost_01",1.0,1.0,1.0,0.25,7,2.75,9,0.25,3
eha2r_015,false_consensus_stress,5,False,bm25_top8,8,"eha2r_015_pollutant_root,eha2r_015_repost_00,eha2r_015_repost_01,eha2r_015_repost_02,eha2r_015_repost_03,eha2r_015_repost_05,eha2r_015_repost_06,eha2r_015_repost_04",0.0,0.0,0.0,1.0,1,2.1556390622295662,9,1.0,3
eha2r_015,false_consensus_stress,5,False,bm25_top12,12,"eha2r_015_pollutant_root,eha2r_015_repost_00,eha2r_015_repost_01,eha2r_015_repost_02,eha2r_015_repost_03,eha2r_015_repost_05,eha2r_015_repost_06,eha2r_015_repost_04,eha2r_015_primary_a,eha2r_015_primary_b,eha2r_015_context_10,eha2r_015_context_11",1.0,1.0,1.0,0.6666666666666666,5,3.0220552088742005,9,0.6666666666666666,3
eha2r_015,false_consensus_stress,5,False,primary_preserve_top8,8,"eha2r_015_primary_a,eha2r_015_primary_b,eha2r_015_pollutant_root,eha2r_015_repost_00,eha2r_015_repost_01,eha2r_015_repost_02,eha2r_015_repost_03,eha2r_015_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,9,0.75,3
eha2r_015,false_consensus_stress,5,False,heuristic_root_dedup_top8,8,"eha2r_015_pollutant_root,eha2r_015_repost_00,eha2r_015_primary_a,eha2r_015_context_10,eha2r_015_repost_01,eha2r_015_repost_02,eha2r_015_repost_03,eha2r_015_repost_05",0.5,0.5,0.5,0.75,3,2.4056390622295662,9,0.75,3
eha2r_015,false_consensus_stress,5,False,hygienic_combo_top8,8,"eha2r_015_primary_a,eha2r_015_primary_b,eha2r_015_pollutant_root,eha2r_015_repost_00,eha2r_015_repost_01,eha2r_015_context_10,eha2r_015_context_11,eha2r_015_context_12",1.0,1.0,1.0,0.375,6,2.5,9,0.375,3
eha2r_015,false_consensus_stress,5,False,oracle_root_dedup_top8,8,"eha2r_015_pollutant_root,eha2r_015_primary_a,eha2r_015_primary_b,eha2r_015_context_10,eha2r_015_context_11,eha2r_015_context_12,eha2r_015_context_13,eha2r_015_repost_00",1.0,1.0,1.0,0.25,7,2.5,9,0.25,3
eha2r_016,false_consensus_stress,20,True,bm25_top8,8,"eha2r_016_pollutant_root,eha2r_016_primary_a,eha2r_016_primary_b,eha2r_016_repost_00,eha2r_016_repost_01,eha2r_016_repost_02,eha2r_016_repost_04,eha2r_016_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_016,false_consensus_stress,20,True,bm25_top12,12,"eha2r_016_pollutant_root,eha2r_016_primary_a,eha2r_016_primary_b,eha2r_016_repost_00,eha2r_016_repost_01,eha2r_016_repost_02,eha2r_016_repost_04,eha2r_016_repost_05,eha2r_016_repost_06,eha2r_016_repost_07,eha2r_016_repost_09,eha2r_016_repost_03",1.0,1.0,1.0,0.8333333333333334,3,2.688721875540867,2,0.8333333333333334,2
eha2r_016,false_consensus_stress,20,True,primary_preserve_top8,8,"eha2r_016_primary_a,eha2r_016_primary_b,eha2r_016_pollutant_root,eha2r_016_repost_00,eha2r_016_repost_01,eha2r_016_repost_02,eha2r_016_repost_04,eha2r_016_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_016,false_consensus_stress,20,True,heuristic_root_dedup_top8,8,"eha2r_016_pollutant_root,eha2r_016_primary_a,eha2r_016_repost_00,eha2r_016_context_13,eha2r_016_primary_b,eha2r_016_repost_01,eha2r_016_repost_02,eha2r_016_repost_04",1.0,1.0,1.0,0.625,4,2.75,2,0.625,2
eha2r_016,false_consensus_stress,20,True,hygienic_combo_top8,8,"eha2r_016_primary_a,eha2r_016_primary_b,eha2r_016_pollutant_root,eha2r_016_repost_00,eha2r_016_repost_01,eha2r_016_context_13,eha2r_016_repost_02,eha2r_016_repost_04",1.0,1.0,1.0,0.625,4,2.75,2,0.625,2
eha2r_016,false_consensus_stress,20,True,oracle_root_dedup_top8,8,"eha2r_016_pollutant_root,eha2r_016_primary_a,eha2r_016_primary_b,eha2r_016_context_13,eha2r_016_repost_00,eha2r_016_repost_01,eha2r_016_repost_02,eha2r_016_repost_04",1.0,1.0,1.0,0.625,4,2.75,2,0.625,2
eha2r_017,false_consensus_stress,20,True,bm25_top8,8,"eha2r_017_pollutant_root,eha2r_017_primary_a,eha2r_017_primary_b,eha2r_017_repost_00,eha2r_017_repost_01,eha2r_017_repost_03,eha2r_017_repost_04,eha2r_017_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_017,false_consensus_stress,20,True,bm25_top12,12,"eha2r_017_pollutant_root,eha2r_017_primary_a,eha2r_017_primary_b,eha2r_017_repost_00,eha2r_017_repost_01,eha2r_017_repost_03,eha2r_017_repost_04,eha2r_017_repost_05,eha2r_017_repost_06,eha2r_017_repost_08,eha2r_017_repost_09,eha2r_017_repost_02",1.0,1.0,1.0,0.8333333333333334,3,2.688721875540867,2,0.8333333333333334,2
eha2r_017,false_consensus_stress,20,True,primary_preserve_top8,8,"eha2r_017_primary_a,eha2r_017_primary_b,eha2r_017_pollutant_root,eha2r_017_repost_00,eha2r_017_repost_01,eha2r_017_repost_03,eha2r_017_repost_04,eha2r_017_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_017,false_consensus_stress,20,True,heuristic_root_dedup_top8,8,"eha2r_017_pollutant_root,eha2r_017_primary_a,eha2r_017_repost_00,eha2r_017_context_13,eha2r_017_primary_b,eha2r_017_repost_01,eha2r_017_repost_03,eha2r_017_repost_04",1.0,1.0,1.0,0.625,4,2.75,2,0.625,2
eha2r_017,false_consensus_stress,20,True,hygienic_combo_top8,8,"eha2r_017_primary_a,eha2r_017_primary_b,eha2r_017_pollutant_root,eha2r_017_repost_00,eha2r_017_repost_01,eha2r_017_context_13,eha2r_017_repost_03,eha2r_017_repost_04",1.0,1.0,1.0,0.625,4,2.75,2,0.625,2
eha2r_017,false_consensus_stress,20,True,oracle_root_dedup_top8,8,"eha2r_017_pollutant_root,eha2r_017_primary_a,eha2r_017_primary_b,eha2r_017_context_13,eha2r_017_repost_00,eha2r_017_repost_01,eha2r_017_repost_03,eha2r_017_repost_04",1.0,1.0,1.0,0.625,4,2.75,2,0.625,2
eha2r_018,false_consensus_stress,20,True,bm25_top8,8,"eha2r_018_pollutant_root,eha2r_018_primary_a,eha2r_018_primary_b,eha2r_018_repost_00,eha2r_018_repost_02,eha2r_018_repost_03,eha2r_018_repost_04,eha2r_018_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_018,false_consensus_stress,20,True,bm25_top12,12,"eha2r_018_pollutant_root,eha2r_018_primary_a,eha2r_018_primary_b,eha2r_018_repost_00,eha2r_018_repost_02,eha2r_018_repost_03,eha2r_018_repost_04,eha2r_018_repost_05,eha2r_018_repost_07,eha2r_018_repost_08,eha2r_018_repost_09,eha2r_018_repost_01",1.0,1.0,1.0,0.8333333333333334,3,2.688721875540867,2,0.8333333333333334,2
eha2r_018,false_consensus_stress,20,True,primary_preserve_top8,8,"eha2r_018_primary_a,eha2r_018_primary_b,eha2r_018_pollutant_root,eha2r_018_repost_00,eha2r_018_repost_02,eha2r_018_repost_03,eha2r_018_repost_04,eha2r_018_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
eha2r_018,false_consensus_stress,20,True,heuristic_root_dedup_top8,8,"eha2r_018_pollutant_root,eha2r_018_primary_a,eha2r_018_repost_00,eha2r_018_context_13,eha2r_018_primary_b,eha2r_018_repost_02,eha2r_018_repost_03,eha2r_018_repost_04",1.0,1.0,1.0,0.625,4,2.75,2,0.625,2
eha2r_018,false_consensus_stress,20,True,hygienic_combo_top8,8,"eha2r_018_primary_a,eha2r_018_primary_b,eha2r_018_pollutant_root,eha2r_018_repost_00,eha2r_018_repost_02,eha2r_018_context_13,eha2r_018_repost_03,eha2r_018_repost_04",1.0,1.0,1.0,0.625,4,2.75,2,0.625,2
eha2r_018,false_consensus_stress,20,True,oracle_root_dedup_top8,8,"eha2r_018_pollutant_root,eha2r_018_primary_a,eha2r_018_primary_b,eha2r_018_context_13,eha2r_018_repost_00,eha2r_018_repost_02,eha2r_018_repost_03,eha2r_018_repost_04",1.0,1.0,1.0,0.625,4,2.75,2,0.625,2
eha2r_019,false_consensus_stress,20,True,bm25_top8,8,"eha2r_019_pollutant_root,eha2r_019_primary_a,eha2r_019_primary_b,eha2r_019_repost_01,eha2r_019_repost_02,eha2r_019_repost_03,eha2r_019_repost_04,eha2r_019_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_019,false_consensus_stress,20,True,bm25_top12,12,"eha2r_019_pollutant_root,eha2r_019_primary_a,eha2r_019_primary_b,eha2r_019_repost_01,eha2r_019_repost_02,eha2r_019_repost_03,eha2r_019_repost_04,eha2r_019_repost_06,eha2r_019_repost_07,eha2r_019_repost_08,eha2r_019_repost_09,eha2r_019_repost_00",1.0,1.0,1.0,0.8333333333333334,3,2.7516291673878226,2,0.8333333333333334,2
eha2r_019,false_consensus_stress,20,True,primary_preserve_top8,8,"eha2r_019_primary_a,eha2r_019_primary_b,eha2r_019_pollutant_root,eha2r_019_repost_01,eha2r_019_repost_02,eha2r_019_repost_03,eha2r_019_repost_04,eha2r_019_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_019,false_consensus_stress,20,True,heuristic_root_dedup_top8,8,"eha2r_019_pollutant_root,eha2r_019_primary_a,eha2r_019_repost_01,eha2r_019_context_13,eha2r_019_primary_b,eha2r_019_repost_02,eha2r_019_repost_03,eha2r_019_repost_04",1.0,1.0,1.0,0.625,4,3.0,2,0.625,2
eha2r_019,false_consensus_stress,20,True,hygienic_combo_top8,8,"eha2r_019_primary_a,eha2r_019_primary_b,eha2r_019_pollutant_root,eha2r_019_repost_01,eha2r_019_repost_02,eha2r_019_context_13,eha2r_019_repost_03,eha2r_019_repost_04",1.0,1.0,1.0,0.625,4,3.0,2,0.625,2
eha2r_019,false_consensus_stress,20,True,oracle_root_dedup_top8,8,"eha2r_019_pollutant_root,eha2r_019_primary_a,eha2r_019_primary_b,eha2r_019_context_13,eha2r_019_repost_01,eha2r_019_repost_02,eha2r_019_repost_03,eha2r_019_repost_04",1.0,1.0,1.0,0.625,4,3.0,2,0.625,2
eha2r_020,false_consensus_stress,20,False,bm25_top8,8,"eha2r_020_pollutant_root,eha2r_020_repost_00,eha2r_020_repost_01,eha2r_020_repost_02,eha2r_020_repost_03,eha2r_020_repost_05,eha2r_020_repost_06,eha2r_020_repost_07",0.0,0.0,0.0,1.0,1,1.9056390622295665,12,1.0,4
eha2r_020,false_consensus_stress,20,False,bm25_top12,12,"eha2r_020_pollutant_root,eha2r_020_repost_00,eha2r_020_repost_01,eha2r_020_repost_02,eha2r_020_repost_03,eha2r_020_repost_05,eha2r_020_repost_06,eha2r_020_repost_07,eha2r_020_repost_08,eha2r_020_repost_04,eha2r_020_repost_09,eha2r_020_primary_a",0.5,0.5,0.5,0.9166666666666666,2,2.5220552088742005,12,0.9166666666666666,4
eha2r_020,false_consensus_stress,20,False,primary_preserve_top8,8,"eha2r_020_primary_a,eha2r_020_primary_b,eha2r_020_pollutant_root,eha2r_020_repost_00,eha2r_020_repost_01,eha2r_020_repost_02,eha2r_020_repost_03,eha2r_020_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,12,0.75,4
eha2r_020,false_consensus_stress,20,False,heuristic_root_dedup_top8,8,"eha2r_020_pollutant_root,eha2r_020_repost_00,eha2r_020_primary_a,eha2r_020_context_13,eha2r_020_repost_01,eha2r_020_repost_02,eha2r_020_repost_03,eha2r_020_repost_05",0.5,0.5,0.5,0.75,3,2.4056390622295662,12,0.75,4
eha2r_020,false_consensus_stress,20,False,hygienic_combo_top8,8,"eha2r_020_primary_a,eha2r_020_primary_b,eha2r_020_pollutant_root,eha2r_020_repost_00,eha2r_020_repost_01,eha2r_020_context_13,eha2r_020_repost_02,eha2r_020_repost_03",1.0,1.0,1.0,0.625,4,2.75,12,0.625,4
eha2r_020,false_consensus_stress,20,False,oracle_root_dedup_top8,8,"eha2r_020_pollutant_root,eha2r_020_primary_a,eha2r_020_context_13,eha2r_020_primary_b,eha2r_020_repost_00,eha2r_020_repost_01,eha2r_020_repost_02,eha2r_020_repost_03",1.0,1.0,1.0,0.625,4,2.75,12,0.625,4
eha2r_021,false_consensus_stress,20,False,bm25_top8,8,"eha2r_021_pollutant_root,eha2r_021_repost_00,eha2r_021_repost_01,eha2r_021_repost_02,eha2r_021_repost_04,eha2r_021_repost_05,eha2r_021_repost_06,eha2r_021_repost_07",0.0,0.0,0.0,1.0,1,1.9056390622295665,12,1.0,4
eha2r_021,false_consensus_stress,20,False,bm25_top12,12,"eha2r_021_pollutant_root,eha2r_021_repost_00,eha2r_021_repost_01,eha2r_021_repost_02,eha2r_021_repost_04,eha2r_021_repost_05,eha2r_021_repost_06,eha2r_021_repost_07,eha2r_021_repost_09,eha2r_021_repost_03,eha2r_021_repost_08,eha2r_021_primary_a",0.5,0.5,0.5,0.9166666666666666,2,2.5220552088742005,12,0.9166666666666666,4
eha2r_021,false_consensus_stress,20,False,primary_preserve_top8,8,"eha2r_021_primary_a,eha2r_021_primary_b,eha2r_021_pollutant_root,eha2r_021_repost_00,eha2r_021_repost_01,eha2r_021_repost_02,eha2r_021_repost_04,eha2r_021_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,12,0.75,4
eha2r_021,false_consensus_stress,20,False,heuristic_root_dedup_top8,8,"eha2r_021_pollutant_root,eha2r_021_repost_00,eha2r_021_primary_a,eha2r_021_context_13,eha2r_021_repost_01,eha2r_021_repost_02,eha2r_021_repost_04,eha2r_021_repost_05",0.5,0.5,0.5,0.75,3,2.4056390622295662,12,0.75,4
eha2r_021,false_consensus_stress,20,False,hygienic_combo_top8,8,"eha2r_021_primary_a,eha2r_021_primary_b,eha2r_021_pollutant_root,eha2r_021_repost_00,eha2r_021_repost_01,eha2r_021_context_13,eha2r_021_repost_02,eha2r_021_repost_04",1.0,1.0,1.0,0.625,4,2.75,12,0.625,4
eha2r_021,false_consensus_stress,20,False,oracle_root_dedup_top8,8,"eha2r_021_pollutant_root,eha2r_021_primary_a,eha2r_021_context_13,eha2r_021_primary_b,eha2r_021_repost_00,eha2r_021_repost_01,eha2r_021_repost_02,eha2r_021_repost_04",1.0,1.0,1.0,0.625,4,2.75,12,0.625,4
eha2r_022,false_consensus_stress,20,False,bm25_top8,8,"eha2r_022_pollutant_root,eha2r_022_repost_00,eha2r_022_repost_01,eha2r_022_repost_03,eha2r_022_repost_04,eha2r_022_repost_05,eha2r_022_repost_06,eha2r_022_repost_08",0.0,0.0,0.0,1.0,1,1.9056390622295665,12,1.0,4
eha2r_022,false_consensus_stress,20,False,bm25_top12,12,"eha2r_022_pollutant_root,eha2r_022_repost_00,eha2r_022_repost_01,eha2r_022_repost_03,eha2r_022_repost_04,eha2r_022_repost_05,eha2r_022_repost_06,eha2r_022_repost_08,eha2r_022_repost_09,eha2r_022_repost_02,eha2r_022_repost_07,eha2r_022_primary_a",0.5,0.5,0.5,0.9166666666666666,2,2.5220552088742005,12,0.9166666666666666,4
eha2r_022,false_consensus_stress,20,False,primary_preserve_top8,8,"eha2r_022_primary_a,eha2r_022_primary_b,eha2r_022_pollutant_root,eha2r_022_repost_00,eha2r_022_repost_01,eha2r_022_repost_03,eha2r_022_repost_04,eha2r_022_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,12,0.75,4
eha2r_022,false_consensus_stress,20,False,heuristic_root_dedup_top8,8,"eha2r_022_pollutant_root,eha2r_022_repost_00,eha2r_022_primary_a,eha2r_022_context_13,eha2r_022_repost_01,eha2r_022_repost_03,eha2r_022_repost_04,eha2r_022_repost_05",0.5,0.5,0.5,0.75,3,2.4056390622295662,12,0.75,4
eha2r_022,false_consensus_stress,20,False,hygienic_combo_top8,8,"eha2r_022_primary_a,eha2r_022_primary_b,eha2r_022_pollutant_root,eha2r_022_repost_00,eha2r_022_repost_01,eha2r_022_context_13,eha2r_022_repost_03,eha2r_022_repost_04",1.0,1.0,1.0,0.625,4,2.75,12,0.625,4
eha2r_022,false_consensus_stress,20,False,oracle_root_dedup_top8,8,"eha2r_022_pollutant_root,eha2r_022_primary_a,eha2r_022_context_13,eha2r_022_primary_b,eha2r_022_repost_00,eha2r_022_repost_01,eha2r_022_repost_03,eha2r_022_repost_04",1.0,1.0,1.0,0.625,4,2.75,12,0.625,4
eha2r_023,false_consensus_stress,20,False,bm25_top8,8,"eha2r_023_pollutant_root,eha2r_023_repost_00,eha2r_023_repost_02,eha2r_023_repost_03,eha2r_023_repost_04,eha2r_023_repost_05,eha2r_023_repost_07,eha2r_023_repost_08",0.0,0.0,0.0,1.0,1,1.9056390622295665,12,1.0,4
eha2r_023,false_consensus_stress,20,False,bm25_top12,12,"eha2r_023_pollutant_root,eha2r_023_repost_00,eha2r_023_repost_02,eha2r_023_repost_03,eha2r_023_repost_04,eha2r_023_repost_05,eha2r_023_repost_07,eha2r_023_repost_08,eha2r_023_repost_09,eha2r_023_repost_01,eha2r_023_repost_06,eha2r_023_primary_a",0.5,0.5,0.5,0.9166666666666666,2,2.5220552088742005,12,0.9166666666666666,4
eha2r_023,false_consensus_stress,20,False,primary_preserve_top8,8,"eha2r_023_primary_a,eha2r_023_primary_b,eha2r_023_pollutant_root,eha2r_023_repost_00,eha2r_023_repost_02,eha2r_023_repost_03,eha2r_023_repost_04,eha2r_023_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,12,0.75,4
eha2r_023,false_consensus_stress,20,False,heuristic_root_dedup_top8,8,"eha2r_023_pollutant_root,eha2r_023_repost_00,eha2r_023_primary_a,eha2r_023_context_13,eha2r_023_repost_02,eha2r_023_repost_03,eha2r_023_repost_04,eha2r_023_repost_05",0.5,0.5,0.5,0.75,3,2.4056390622295662,12,0.75,4
eha2r_023,false_consensus_stress,20,False,hygienic_combo_top8,8,"eha2r_023_primary_a,eha2r_023_primary_b,eha2r_023_pollutant_root,eha2r_023_repost_00,eha2r_023_repost_02,eha2r_023_context_13,eha2r_023_repost_03,eha2r_023_repost_04",1.0,1.0,1.0,0.625,4,2.75,12,0.625,4
eha2r_023,false_consensus_stress,20,False,oracle_root_dedup_top8,8,"eha2r_023_pollutant_root,eha2r_023_primary_a,eha2r_023_context_13,eha2r_023_primary_b,eha2r_023_repost_00,eha2r_023_repost_02,eha2r_023_repost_03,eha2r_023_repost_04",1.0,1.0,1.0,0.625,4,2.75,12,0.625,4
eha2r_024,false_consensus_stress,50,True,bm25_top8,8,"eha2r_024_pollutant_root,eha2r_024_primary_a,eha2r_024_primary_b,eha2r_024_repost_01,eha2r_024_repost_02,eha2r_024_repost_03,eha2r_024_repost_04,eha2r_024_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_024,false_consensus_stress,50,True,bm25_top12,12,"eha2r_024_pollutant_root,eha2r_024_primary_a,eha2r_024_primary_b,eha2r_024_repost_01,eha2r_024_repost_02,eha2r_024_repost_03,eha2r_024_repost_04,eha2r_024_repost_06,eha2r_024_repost_07,eha2r_024_repost_08,eha2r_024_repost_09,eha2r_024_repost_11",1.0,1.0,1.0,0.8333333333333334,3,2.688721875540867,2,0.8333333333333334,2
eha2r_024,false_consensus_stress,50,True,primary_preserve_top8,8,"eha2r_024_primary_a,eha2r_024_primary_b,eha2r_024_pollutant_root,eha2r_024_repost_01,eha2r_024_repost_02,eha2r_024_repost_03,eha2r_024_repost_04,eha2r_024_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_024,false_consensus_stress,50,True,heuristic_root_dedup_top8,8,"eha2r_024_pollutant_root,eha2r_024_primary_a,eha2r_024_repost_01,eha2r_024_primary_b,eha2r_024_repost_02,eha2r_024_repost_03,eha2r_024_repost_04,eha2r_024_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_024,false_consensus_stress,50,True,hygienic_combo_top8,8,"eha2r_024_primary_a,eha2r_024_primary_b,eha2r_024_pollutant_root,eha2r_024_repost_01,eha2r_024_repost_02,eha2r_024_repost_03,eha2r_024_repost_04,eha2r_024_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_024,false_consensus_stress,50,True,oracle_root_dedup_top8,8,"eha2r_024_pollutant_root,eha2r_024_primary_a,eha2r_024_primary_b,eha2r_024_repost_01,eha2r_024_repost_02,eha2r_024_repost_03,eha2r_024_repost_04,eha2r_024_repost_06",1.0,1.0,1.0,0.75,3,2.75,2,0.75,2
eha2r_025,false_consensus_stress,50,True,bm25_top8,8,"eha2r_025_pollutant_root,eha2r_025_primary_a,eha2r_025_primary_b,eha2r_025_repost_00,eha2r_025_repost_01,eha2r_025_repost_02,eha2r_025_repost_03,eha2r_025_repost_05",1.0,1.0,1.0,0.75,3,2.4056390622295662,2,0.75,2
